county,year,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,f_85,f_90,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,m_85,m_90,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly
Kirinyaga,2024,9030.3037109375,34645.859375,40567.94140625,43568.8359375,46231.1484375,36415.83984375,31919.044921875,36559.625,43216.83984375,35840.625,30640.220703125,28105.2890625,21901.65234375,13338.4462890625,10376.13671875,7059.81005859375,4274.77294921875,3234.7587890625,2322.5703125,1432.0489501953125,9079.884765625,34820.66015625,40777.8515625,43432.67578125,46786.23046875,38428.09375,32208.671875,36729.2890625,42390.0859375,35903.98046875,30392.685546875,27362.52734375,21387.80859375,12923.1904296875,8871.392578125,5158.583984375,3115.9912109375,1514.02685546875,755.63623046875,440.7439270019531,953161.7801818848,87576.7080078125,648681.294921875,48556.472564697266,98.29372369776553,20.986142445945692,13.50072966391916,7.4854127820265335,9.188021365176947,5.094252998208929
Kisii,2024,15656.83984375,60069.3828125,84975.6171875,96266.171875,84662.484375,61211.33984375,54442.8671875,53777.21875,37168.3515625,31216.05859375,30951.974609375,19084.6484375,23699.12109375,18161.44140625,11535.486328125,6555.7197265625,3885.90283203125,2561.693359375,1563.310546875,993.2313232421875,15779.71875,60514.0078125,85259.2109375,95924.296875,82130.203125,53053.5625,42929.203125,41389.7578125,36245.46875,30569.0,24403.17578125,18714.6796875,20696.681640625,15022.2109375,9012.5546875,5168.02099609375,3176.49755859375,1488.9832763671875,724.4710693359375,440.59686279296875,1341081.1638793945,152019.94921875,779529.44921875,47106.46856689453,92.01124642836726,25.544438120357153,19.501501754822154,6.042936365535,11.335626307582782,3.512574021293978
Kisumu,2024,16828.310546875,64563.8828125,79949.1640625,89060.40625,84241.9765625,71892.796875,59513.2578125,51317.2109375,38586.5390625,29809.7265625,21313.78515625,20243.4921875,17867.50390625,14504.947265625,10051.1552734375,5951.72412109375,3878.57275390625,2258.921630859375,1099.2265625,600.783447265625,16784.8515625,64368.6171875,79934.75,87088.3125,78956.8125,63937.7890625,52491.828125,48304.06640625,43488.5703125,33312.453125,22551.375,17495.33984375,14233.6884765625,11053.6142578125,7554.4619140625,4580.61181640625,2690.70849609375,1154.969482421875,524.3639526367188,301.2891845703125,1334341.856994629,162545.662109375,795116.7734375,40646.788635253906,95.21239030022343,25.555045187409924,20.442992468470656,5.112052718939268,12.181710500746833,3.0462050202639728
Kitui,2024,13906.9169921875,53355.5859375,72184.015625,86584.2578125,83977.125,50031.2421875,38510.75390625,38679.6171875,37760.640625,32549.482421875,30802.015625,23879.77734375,18811.63671875,15110.69921875,12416.2021484375,9159.974609375,5375.11669921875,3646.388916015625,2579.647705078125,1888.9661865234375,14205.7119140625,54477.80859375,73867.1640625,87701.421875,85774.9921875,50664.76953125,34547.0859375,32561.4296875,31439.177734375,27657.0,25143.7578125,19976.94921875,16165.296875,12567.810546875,9509.69140625,5857.4306640625,4225.3876953125,2294.689453125,1182.851318359375,736.5805053710938,1221767.069885254,135946.0234375,706611.259765625,58872.927307128906,93.55950447580481,27.570881167283996,19.239153290961113,8.331727876322887,11.127000128614352,4.818670330725
Kwale,2024,16014.5966796875,61441.609375,73083.1640625,69702.0234375,60853.3125,47395.96875,40753.640625,34384.515625,28161.59375,25519.125,18375.08984375,12732.57421875,10852.4892578125,11584.640625,7399.9638671875,4558.392578125,2352.016845703125,1355.623291015625,836.6195068359375,536.1036376953125,16306.490234375,62533.74609375,75013.3125,70188.2421875,61145.8046875,42743.71875,34791.828125,29564.955078125,26079.119140625,23410.669921875,19059.369140625,14967.1474609375,11275.5703125,9100.650390625,6505.12841796875,3535.35595703125,2329.2939453125,1007.60302734375,391.6395263671875,186.72312927246094,1038029.4315032959,156296.4423828125,562751.783203125,30994.4637298584,96.63630824529342,33.281263907620236,27.773602331953406,5.507661575666827,15.057033802640907,2.9858945025259613
Laikipia,2024,7783.775390625,29863.408203125,34753.5703125,34835.83203125,33311.50390625,26114.533203125,21578.359375,20709.94140625,19548.888671875,16315.1943359375,13970.98046875,12683.8291015625,9732.39453125,6599.1142578125,4837.70263671875,3202.13818359375,2249.187255859375,1282.84228515625,591.8070678710938,334.29754638671875,8027.408203125,30784.490234375,35592.9921875,36111.2578125,34957.7890625,26410.662109375,21374.59375,20496.9609375,20138.486328125,16885.765625,14020.26171875,12256.298828125,9400.0126953125,5971.49853515625,4116.203125,2828.607421875,1869.751953125,802.8433837890625,336.5780944824219,176.31231689453125,602858.0744934082,76459.08203125,362477.06884765625,22628.271270751953,100.75240739832742,27.336171531349173,21.093494900055216,6.24267663129396,12.682766519383499,3.7534989126200013
Lamu,2024,2330.73388671875,8942.14453125,10704.7236328125,10396.5205078125,9443.736328125,7526.98583984375,6187.748046875,5608.15478515625,4992.78515625,4259.99658203125,3531.5126953125,2786.95458984375,2382.001953125,1811.191650390625,1202.5972900390625,721.3506469726562,379.0296936035156,205.52540588378906,117.38632202148438,93.17865753173828,2463.32666015625,9446.66796875,11054.2578125,10832.59765625,10118.1982421875,9496.8681640625,8204.8515625,6910.81884765625,5917.234375,5121.0791015625,4298.33837890625,3368.0625,2617.5478515625,1876.45654296875,1237.973876953125,751.46044921875,447.92620849609375,175.98646545410156,70.79019165039062,38.04582977294922,178072.74688720703,23182.873046875,106460.52319335938,5441.251037597656,112.94388819320109,26.887078163690752,21.77602772510239,5.111050438588359,13.018765337269297,3.0556337972616308
Machakos,2024,18259.083984375,70053.2109375,82546.0234375,89414.6953125,89462.5859375,84237.046875,73990.9609375,67059.25,65443.515625,51891.59375,40176.78125,32779.21875,26630.095703125,21150.58984375,15340.716796875,8728.498046875,6095.9638671875,4524.5712890625,2708.0966796875,1548.393798828125,18708.080078125,71744.046875,85066.859375,90075.71875,89641.5390625,86997.921875,76167.7890625,70597.2890625,67833.75,54487.921875,43967.8984375,33347.6484375,26461.65234375,20371.86328125,12457.30078125,6760.4609375,3985.187255859375,2119.8623046875,1230.170654296875,761.5980224609375,1714825.4512939453,178764.421875,1122696.912109375,66260.82043457031,101.26093310073736,21.824700831251555,15.9227677520845,5.9019330791670574,10.424642446268267,3.8639979587760545
Makueni,2024,10596.150390625,40653.4296875,55306.234375,67907.0,67244.53125,42101.5703125,35126.0390625,34890.00390625,35040.8125,29726.5390625,29028.015625,21660.515625,18291.9921875,15876.716796875,12657.771484375,7515.646484375,5052.3525390625,3759.364501953125,2326.93798828125,1317.513916015625,10901.056640625,41804.7109375,57170.53515625,68732.5,70742.171875,48501.0859375,36352.8359375,34259.81640625,33902.875,28837.46875,26010.48046875,20390.0625,16328.634765625,13585.5087890625,9644.486328125,5606.3916015625,3489.144287109375,1869.6429443359375,1062.6953125,680.5028686523438,1065951.7442016602,103955.34765625,657897.6767578125,54982.450256347656,98.84223601469596,24.158437326585418,15.801142233630108,8.357295092955312,9.752350256165386,5.158061849931726
Mandera,2024,20532.14453125,78758.203125,93393.96875,76427.7734375,60711.7578125,42828.515625,32418.224609375,24444.328125,20014.81640625,15636.857421875,8403.66015625,7308.359375,4113.42626953125,3786.0498046875,1679.6671142578125,1500.489501953125,573.59228515625,320.36962890625,360.5125427246094,443.23577880859375,17794.37109375,68222.40625,84867.6015625,83698.015625,70265.921875,44923.8046875,31343.921875,25292.8046875,17921.634765625,17879.20703125,10276.81640625,9754.873046875,5366.708984375,5342.7919921875,2323.92138671875,1788.4228515625,1013.4744262695312,484.57080078125,338.2821044921875,276.4237365722656,992831.9274902344,185307.125,458034.48095703125,11102.962158203125,101.11819230831792,42.88107016480897,40.45702511584142,2.4240450489675482,18.664500996501516,1.1183123599046763
Marsabit,2024,8796.685546875,33749.55859375,43792.796875,39843.0546875,33612.046875,26023.486328125,20272.3984375,15609.74609375,11679.87890625,9455.8369140625,7474.43408203125,7004.75390625,4719.541015625,4052.088134765625,2325.98828125,2010.120361328125,858.4425048828125,497.2367248535156,479.9795837402344,504.889404296875,9160.939453125,35131.484375,45419.8671875,44665.6640625,42598.50390625,31789.384765625,24531.810546875,18871.845703125,13763.146484375,12034.5322265625,8307.341796875,7866.96826171875,5083.0908203125,4509.05615234375,2393.889404296875,2154.814453125,1068.457275390625,497.86761474609375,399.4739990234375,348.91748046875,583360.0192260742,86838.66796875,309259.8913574219,13540.077087402344,113.8706854701448,32.457731461898916,28.079511891306876,4.378219570592046,14.885947803546118,2.321049890488818
Meru,2024,18923.796875,72603.46875,88209.71875,98109.296875,95879.859375,73572.46875,60431.84375,61099.7421875,62907.85546875,48533.421875,42136.4296875,30715.36328125,27764.1171875,20773.466796875,15426.96875,10652.58203125,6008.1083984375,4205.6123046875,2918.7421875,1760.670654296875,19153.025390625,73450.375,89377.984375,97623.875,91489.84375,76350.921875,62669.8046875,61657.35546875,64258.3984375,52199.4609375,41415.5078125,31391.861328125,26300.927734375,18759.2734375,13153.0078125,8153.689453125,5004.48876953125,2409.810302734375,1196.8363037109375,682.32080078125,1679332.3026123047,184130.666015625,1050307.923828125,71572.83776855469,99.2956884553276,24.345575043573948,17.531112718307607,6.814462325266342,10.964516416983013,4.261981839878786
Migori,2024,19763.0078125,75816.515625,95281.28125,99209.3125,84855.0859375,66126.609375,51099.12890625,43843.52734375,30967.171875,26228.94140625,21907.5546875,17259.82421875,15045.830078125,11783.98828125,8201.1796875,4895.2294921875,3292.56787109375,1969.90771484375,993.410888671875,595.5882568359375,19620.78515625,75236.953125,94632.890625,97281.0,81161.9375,57520.4921875,43354.6796875,37973.0078125,32399.890625,25524.1484375,19011.51171875,14084.458984375,11370.5947265625,8747.796875,5671.36328125,3425.5380859375,2226.90576171875,1041.532470703125,494.611328125,299.54052734375,1310215.3021240234,190437.26171875,700266.1806640625,33107.37536621094,92.92394334513494,31.922809248473705,27.19498199072791,4.727827257745791,14.53480671535642,2.526865265009478
Mombasa,2024,17681.33984375,67836.625,71760.6640625,63636.390625,66407.546875,89687.625,84588.0625,66866.1015625,56131.796875,40387.859375,27966.359375,19150.25390625,13037.5634765625,8757.13671875,5218.3935546875,2767.9765625,1502.775634765625,800.1289672851562,408.29119873046875,269.52978515625,18142.857421875,69576.46875,70891.4375,61609.640625,57481.53125,81072.40625,84282.1171875,71820.15625,62107.5625,50307.37109375,38556.40625,27010.109375,17634.43359375,10111.033203125,5380.9638671875,2536.85302734375,1402.11669921875,482.31304931640625,163.6007080078125,81.12882232666016,1435512.9283218384,173237.291015625,973363.4326171875,21014.07187652588,103.65859858042839,19.956714664105085,17.797801438854464,2.158913225250621,12.067971496303072,1.463872004349833
Murang'a,2024,11906.7958984375,45681.8828125,55904.38671875,57133.140625,56171.7890625,39801.8125,34305.3203125,35894.67578125,41579.171875,35737.8984375,33153.38671875,30236.21875,25435.08203125,17348.525390625,14448.47265625,10109.25,7923.560546875,5435.3603515625,2699.2392578125,1229.6041259765625,12171.455078125,46676.59375,56869.98046875,58625.140625,60073.5703125,43877.65234375,34484.68359375,37190.48828125,40727.6484375,36199.98828125,32264.837890625,27465.4140625,23104.2578125,15625.71484375,12200.251953125,8417.7763671875,5328.8974609375,2410.2607421875,1078.84375,541.3617553710938,1117470.3916625977,116436.7275390625,700678.13671875,71822.87896728516,98.79019290740271,26.868200481887516,16.617719525876947,10.250480956010568,10.419670034015425,6.427273554910521
Nairobi,2024,67948.078125,260691.140625,257573.453125,228007.953125,258223.96875,394876.0,373411.9375,288773.625,235904.203125,155710.28125,103801.0625,72606.2109375,43772.21875,24464.357421875,13780.166015625,7145.0810546875,4077.703125,2257.713134765625,1129.577392578125,681.4467163085938,69280.203125,265684.21875,255230.46875,215498.328125,206827.265625,335314.5,362410.0,311699.15625,256965.4375,186794.40625,135304.84375,96092.609375,60484.46875,30787.376953125,15506.9658203125,7349.7939453125,3694.825927734375,1309.397216796875,482.226806640625,241.80844116210938,5611794.479034424,663603.640625,3934223.9296875,57656.70559692383,100.79153561358865,18.332976442426713,16.867459821426863,1.4655166209998516,11.825159369328524,1.0274201204682099
Nakuru,2024,33277.85546875,127674.578125,148055.5,152228.125,147572.5625,131144.015625,110946.2109375,99594.25,87705.65625,67571.15625,56508.5546875,44971.72265625,33100.3984375,21204.86328125,14624.0390625,9096.689453125,6573.6162109375,4037.323486328125,1920.68798828125,1008.5289306640625,34163.15625,131013.09375,151667.53125,152746.46875,147339.265625,134063.140625,106038.578125,96556.0859375,88202.3046875,71762.4375,58503.84375,44756.796875,32822.0234375,20302.330078125,13678.001953125,8137.7138671875,5039.17822265625,2226.678955078125,964.959716796875,502.7802734375,2599302.703979492,326128.68359375,1600666.197265625,67810.19812011719,100.1285813270246,24.61093277204344,20.374559302299684,4.236373469743756,12.546775837013982,2.608784194942006
Nandi,2024,12083.849609375,46361.17578125,59992.8671875,64948.7109375,63237.109375,46679.171875,38005.40625,35849.359375,27311.20703125,24081.52734375,21089.265625,16403.931640625,13532.59375,9381.4150390625,6773.08349609375,3906.77099609375,2953.767333984375,1921.98681640625,924.5523681640625,488.3932800292969,12289.80078125,47130.44140625,60984.421875,65512.5859375,63603.203125,47538.21875,35653.3203125,33907.49609375,30193.728515625,25403.056640625,21116.22265625,15549.34375,12609.6474609375,9031.1025390625,5868.8916015625,3440.77490234375,2641.580322265625,1270.5657958984375,516.7122192382812,250.536376953125,990437.7961730957,117865.267578125,590176.3271484375,30957.615509033203,99.71477727822649,25.216681225800368,19.9711954133464,5.245485812453968,11.90032004367552,3.1256496499476114
Narok,2024,23996.404296875,92064.796875,115199.40625,103912.40625,80812.3046875,67791.328125,54857.7578125,45155.1953125,33422.78515625,28469.99609375,23686.203125,17612.248046875,13499.3701171875,9863.0859375,5729.638671875,3923.575927734375,2341.779541015625,1443.0201416015625,894.8216552734375,583.1694946289062,24401.810546875,93578.6875,117786.9609375,105807.2109375,84457.71875,64527.51171875,50368.74609375,44272.03515625,36622.109375,29448.02734375,24461.25,17822.3203125,12540.0302734375,8957.9130859375,5637.19287109375,3452.952880859375,2294.036376953125,1047.3388671875,470.4180908203125,261.6921691894531,1453475.25680542,234041.69921875,748647.9365234375,28079.636688232422,100.40767071800556,35.01263051952275,31.26191735805619,3.7507131614665643,16.10221420164717,1.9318964362660291
Nyamira,2024,6835.9462890625,26226.943359375,37565.0234375,44238.640625,37989.32421875,25422.2265625,24423.17578125,25580.80859375,18156.67578125,16306.0546875,14768.162109375,9770.99609375,11362.2607421875,8627.853515625,5466.05859375,3384.153076171875,1963.6669921875,1250.368408203125,764.7312622070312,480.5360107421875,6872.25,26354.55078125,38069.6640625,44593.7578125,37333.9375,22339.556640625,18506.69921875,18782.6484375,17415.25,15278.9609375,12457.716796875,9788.3017578125,10768.119140625,7910.54150390625,4560.52685546875,2798.811279296875,1718.8182373046875,784.5176391601562,381.9234619140625,234.22381591796875,617534.382019043,66289.6904296875,362989.27001953125,23788.33563232422,92.62818503236255,24.81561674182956,18.26216252235794,6.553454219471624,10.734574844715823,3.8521475605208746
Nyandarua,2024,7450.9765625,28586.5859375,36007.875,39302.7578125,39813.83203125,25765.44921875,20827.37890625,21927.39453125,24364.51953125,20697.7734375,19360.892578125,17605.439453125,13061.4462890625,7811.27587890625,5680.6953125,4098.16650390625,3525.17041015625,1976.25439453125,777.7188720703125,377.3918762207031,7656.6728515625,29362.751953125,37041.1328125,41043.2421875,42051.3359375,27702.3828125,20261.697265625,20575.322265625,21949.548828125,19013.3046875,17266.798828125,15594.6416015625,12109.828125,7257.54638671875,4820.0908203125,3157.1787109375,2216.82275390625,1047.923828125,473.42822265625,266.67828369140625,669887.3236999512,73056.9873046875,415017.80859375,28417.519989013672,97.59580864019765,24.450639271972037,17.60333792716858,6.847301344803455,10.905862033808303,4.242134308805364
