county,year,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,f_85,f_90,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,m_85,m_90,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly
Meru,2023,18734.7265625,72163.1953125,88175.078125,98476.7421875,93615.3359375,71588.3671875,58792.7265625,60029.29296875,60757.62890625,46860.37890625,40805.296875,29798.16015625,26805.865234375,19861.099609375,14595.888671875,10222.8017578125,5835.2978515625,4206.06005859375,2940.642578125,1813.997802734375,18962.88671875,72980.4609375,89347.296875,97892.890625,88994.1953125,73891.8828125,61059.546875,61177.8515625,62588.08203125,50468.41015625,40068.921875,30417.271484375,25346.24609375,17869.474609375,12424.20703125,8022.38134765625,4660.49462890625,2341.2861328125,1238.1087646484375,724.3689575195312,1646554.848083496,182841.26953125,1020796.03515625,69025.5355834961,99.32181773816772,24.673568121392012,17.911635942361695,6.761932179030317,11.104474882453367,4.1921188148599
Migori,2023,19499.49609375,75100.25,94917.2265625,99245.40625,82578.609375,64122.234375,49537.28125,42921.640625,29802.47265625,25233.34765625,21135.9140625,16678.75,14471.2138671875,11226.97265625,7732.33984375,4680.951171875,3185.498046875,1962.181640625,996.9703979492188,611.2615966796875,19360.44921875,74501.34375,94275.6171875,97218.625,78685.2578125,55475.625,42091.0625,37539.96484375,31443.578125,24587.783203125,18325.4453125,13594.4912109375,10915.0244140625,8302.1748046875,5338.4365234375,3358.28271484375,2066.56201171875,1008.013427734375,509.62652587890625,316.7947082519531,1284554.1764221191,188461.5390625,678668.84375,31766.91860961914,92.98031089473685,32.45006157277558,27.76929290302344,4.680768669752145,14.671357777016746,2.472991734618764
Mombasa,2023,17508.71484375,67440.796875,71753.015625,63896.6171875,64861.8828125,87285.1875,82299.5078125,65697.640625,54217.8203125,38998.62890625,27085.1328125,18579.24609375,12588.861328125,8374.2880859375,4938.671875,2657.544677734375,1460.064697265625,800.442626953125,411.50604248046875,277.80499267578125,17966.998046875,69147.6875,70888.234375,61800.7734375,55930.9453125,78475.1796875,82122.734375,71260.828125,60492.82421875,48637.796875,37302.421875,26171.015625,16994.525390625,9632.5048828125,5083.7197265625,2496.87255859375,1306.266357421875,468.79248046875,169.3162384033203,86.16410064697266,1407568.9769210815,172064.197265625,947008.97265625,20157.166374206543,103.66097577467215,20.297734149305153,18.169225660344583,2.1285084889605677,12.22421068429616,1.4320553169833539
Murang'a,2023,11804.65234375,45469.6484375,55964.9453125,57433.7265625,54925.6484375,38778.84375,33414.84375,35307.6796875,40205.8125,34545.62890625,32141.13671875,29362.12109375,24581.97265625,16605.48046875,13685.888671875,9713.7158203125,7704.10791015625,5441.6005859375,2722.73583984375,1268.5498046875,12067.908203125,46444.484375,56934.6796875,58875.34375,58518.6328125,42518.359375,33638.8203125,36943.56640625,39714.3984375,35038.3359375,31249.2890625,26639.900390625,22287.646484375,14900.30078125,11537.2841796875,8292.208984375,4968.345703125,2344.3046875,1117.3001708984375,575.419189453125,1095685.2681884766,115786.693359375,681318.41796875,69371.46154785156,98.82553801007363,27.176449369921365,16.99450511033826,10.181944259583105,10.567513931332488,6.33133104568843
Nairobi,2023,67297.1953125,259218.125,257596.15625,228987.078125,252255.65625,384363.28125,363369.46875,283778.6875,227902.1875,150386.53125,100551.6875,70454.984375,42275.08984375,23402.794921875,13046.2587890625,6862.5791015625,3963.53515625,2259.6181640625,1138.9517822265625,702.6321411132812,68621.4140625,264095.96875,255269.0625,216209.53125,201287.6875,324638.53125,353191.9375,309328.6875,250334.140625,180635.8125,130935.375,93130.265625,58304.984375,29338.6796875,14656.4638671875,7236.99560546875,3443.99755859375,1273.4129638671875,499.35040283203125,256.9586486816406,5502501.756134033,659232.703125,3829866.470703125,55340.7541809082,100.83497532104448,18.657920916358208,17.212942230959072,1.4449786853991333,11.980599595267845,1.0057380557710116
Nakuru,2023,32915.08984375,126783.703125,147857.734375,152659.078125,143959.09375,127491.6171875,107831.421875,97747.828125,84622.7109375,65168.8046875,54655.5859375,43570.84765625,31913.43359375,20247.35546875,13818.21484375,8719.369140625,6376.1142578125,4032.20068359375,1932.6680908203125,1037.862548828125,33793.03125,130055.671875,151473.46875,153024.0,143182.109375,129623.84375,103213.53125,95703.4296875,85818.046875,69302.9765625,56532.203125,43312.3828125,31588.056640625,19313.220703125,12902.765625,7996.3515625,4686.4375,2160.3779296875,996.9236450195312,533.1124877929688,2548552.6756591797,323547.49609375,1554798.5,65192.39831542969,100.14695258723646,25.00259000823449,20.809609482756127,4.192980525478362,12.695342701129961,2.558016514160052
Nandi,2023,11946.78515625,46017.125,59889.0390625,65107.5859375,61661.75,45353.76953125,36916.9765625,35165.10546875,26335.92578125,23213.21875,20388.0390625,15884.927734375,13041.66796875,8954.173828125,6397.31689453125,3743.169189453125,2863.76708984375,1918.7257080078125,929.9495849609375,502.416259765625,12151.16796875,46764.91796875,60882.18359375,65607.46875,61783.12890625,45938.1640625,34683.453125,33588.7734375,29360.431640625,24519.0390625,20394.115234375,15039.5771484375,12129.703125,8587.455078125,5534.1181640625,3379.68017578125,2455.7333984375,1232.243896484375,533.60009765625,265.5307922363281,971061.9201965332,116879.99609375,572939.3955078125,29756.251251220703,99.71187610580343,25.593675089317745,20.40006273092042,5.1936123583973295,12.03630722849215,3.064300085539173
Narok,2023,23662.544921875,91143.9140625,114700.859375,103898.3671875,78597.5546875,65698.359375,53150.53515625,44180.984375,32147.3515625,27373.31640625,22840.009765625,17010.98046875,12976.4912109375,9389.80859375,5398.064453125,3749.623779296875,2264.56103515625,1436.865234375,897.7294311523438,598.3557739257812,24063.994140625,92612.0625,117284.125,105686.921875,81830.453125,62196.65625,48874.69921875,43745.703125,35522.2421875,28352.0625,23565.37890625,17194.4453125,12032.5419921875,8496.2548828125,5302.1396484375,3383.009033203125,2127.228271484375,1013.15380859375,484.54119873046875,276.6400146484375,1425160.5298461914,231482.515625,725175.8291015625,26931.911682128906,100.41174365297914,35.634727046443984,31.920881300165394,3.713845746278594,16.242557296333658,1.8897458298985796
Nyamira,2023,6759.8671875,26037.9375,37508.5234375,44356.61328125,37050.609375,24705.33984375,23728.623046875,25097.796875,17511.86328125,15721.2509765625,14279.9404296875,9463.783203125,10952.259765625,8236.4453125,5163.7080078125,3243.00439453125,1904.225341796875,1248.491943359375,769.3218994140625,494.4150390625,6796.23583984375,26155.955078125,38014.46484375,44668.21875,36273.609375,21592.29296875,18007.125,18610.236328125,16938.4609375,14750.6865234375,12034.486328125,9469.5712890625,10360.416015625,7523.4814453125,4301.2802734375,2749.681640625,1598.21044921875,761.0064697265625,394.4890441894531,248.30609130859375,605482.2348327637,65749.99560546875,352308.2783203125,22876.140594482422,92.68513146982575,25.155848344663035,18.66263146552861,6.493216879134425,10.859112261754325,3.7781687518546097
Nyandarua,2023,7378.2490234375,28419.84375,36003.47265625,39461.80078125,38883.328125,25073.36328125,20263.126953125,21542.962890625,23531.34765625,19983.00390625,18746.666015625,17075.248046875,12607.6943359375,7467.39111328125,5374.056640625,3932.72607421875,3423.15185546875,1976.008056640625,783.4737548828125,388.81976318359375,7582.4677734375,29181.845703125,37038.7578125,41168.4453125,40912.96484375,26812.310546875,19741.751953125,20414.439453125,21377.876953125,18380.94140625,16702.984375,15107.353515625,11667.451171875,6912.0478515625,4552.4248046875,3106.16015625,2064.21630859375,1017.9447631835938,489.6680603027344,283.074462890625,656830.861907959,72562.40625,403204.25439453125,27391.724700927734,97.65265178914866,24.78994947635737,17.99643864347682,6.793510832880551,11.047350308604727,4.1702858817200505
Nyeri,2023,7653.20703125,29478.9375,36116.4609375,36740.4375,37980.15625,30200.798828125,25247.140625,27063.978515625,30949.48828125,26388.853515625,24260.552734375,24220.447265625,18012.47265625,11439.7548828125,8536.3232421875,6593.7431640625,5218.5869140625,3396.13427734375,1690.3614501953125,902.0513305664062,7905.619140625,30425.521484375,36673.5078125,37724.703125,39310.7265625,32512.69140625,25189.484375,27171.859375,29383.251953125,25677.5625,23369.046875,21807.546875,17124.4296875,10263.03515625,7320.64208984375,5535.93408203125,3342.1982421875,1565.4447021484375,778.68603515625,448.02301025390625,775619.8013916016,75463.28515625,507573.2783203125,45328.12854003906,97.81683417551342,23.797827595656372,14.86746611365692,8.930361481999451,9.729417044388923,5.844116983438566
Samburu,2023,6270.0576171875,24151.26171875,29896.216796875,26676.2734375,20729.166015625,17873.568359375,13439.4833984375,10449.00390625,7437.16455078125,6022.2880859375,5570.63427734375,4060.865478515625,2758.349609375,2891.5068359375,1676.6090087890625,1310.206298828125,727.147216796875,428.82879638671875,294.1380920410156,223.29473876953125,6371.146484375,24519.962890625,30644.46875,28358.75390625,24401.92578125,18284.76171875,13417.470703125,10132.876953125,7163.5830078125,6721.11279296875,5232.93017578125,3681.947998046875,2727.779296875,2528.00244140625,1275.7130126953125,1111.322265625,687.1839599609375,309.33148193359375,170.704345703125,116.13516998291016,370743.17737579346,61312.4287109375,185524.42138671875,8330.614387512207,102.71811245840996,37.53847745644299,33.04817136884315,4.490306087599837,16.537709242533104,2.2470040976824537
Siaya,2023,14100.970703125,54314.6953125,73638.6640625,80382.1484375,68617.4921875,48405.4296875,39783.875,37508.6875,29840.23046875,24986.103515625,20175.791015625,20664.169921875,18442.443359375,15985.58203125,12150.087890625,7850.701171875,5439.50634765625,3409.154296875,1684.170166015625,870.2708740234375,14204.279296875,54666.5078125,73374.7734375,80288.546875,67738.40625,43647.78515625,32723.2734375,32680.26171875,29827.50390625,23552.005859375,17012.630859375,14603.462890625,12382.875,10205.2734375,7615.70703125,5137.85693359375,3125.992431640625,1532.74755859375,775.5191040039062,447.7402648925781,1103793.32321167,137286.453125,608783.283203125,50039.45407104492,90.88508277850335,30.770540578976814,22.55095645903164,8.219584119945175,12.437695557492798,4.533407932333457
TaitaTaveta,2023,4476.6796875,17242.6953125,19846.9296875,21006.1484375,19852.677734375,16111.8623046875,13864.529296875,12521.734375,12519.4453125,10260.7041015625,9280.7509765625,7795.4697265625,6694.14501953125,5056.26171875,3548.635986328125,2221.1015625,1453.206787109375,983.6411743164062,584.7193603515625,391.20159912109375,4524.3427734375,17411.51953125,20028.5859375,21210.2734375,20293.421875,17492.359375,15040.361328125,14468.669921875,14277.638671875,11829.779296875,10173.6455078125,8572.626953125,6506.6513671875,4794.201171875,3238.706787109375,1846.53857421875,1155.22607421875,539.805908203125,238.87960815429688,128.80694580078125,379484.5812072754,43655.2373046875,237406.93603515625,16330.47036743164,104.33977203586629,25.267040918819745,18.388357995666496,6.878682923153246,11.503823730019457,4.303329087964156
TanaRiver,2023,11502.271484375,44304.91796875,53658.13671875,47937.875,37718.01171875,31510.56640625,25678.44140625,19432.73828125,16729.033203125,12831.849609375,10340.419921875,8597.1845703125,6025.8642578125,5555.7265625,3105.896484375,2200.9208984375,1049.8651123046875,606.067138671875,509.04620361328125,474.34649658203125,12297.1611328125,47326.78125,58026.59765625,51800.19140625,40301.75,32267.818359375,23685.771484375,18989.13671875,16795.298828125,14177.8837890625,10889.916015625,9392.16015625,6803.951171875,5811.7265625,2911.205078125,2053.123779296875,1174.430419921875,550.242431640625,345.649658203125,249.6447296142578,695619.6200714111,115431.1318359375,353535.2490234375,15230.438430786133,104.73299585649238,36.95856937254408,32.65052980001013,4.30803957253395,16.594001736766355,2.1894779835598372
Tharaka-Nithi,2023,3718.963623046875,14324.8583984375,18282.638671875,20351.3671875,19802.2890625,14290.46875,11779.2705078125,11954.71875,12048.7412109375,9793.46875,9575.845703125,7010.56884765625,6501.126953125,4861.17333984375,3758.870849609375,2639.755859375,1632.54638671875,1168.2203369140625,777.509033203125,508.5093688964844,3732.37548828125,14364.400390625,18490.96484375,20415.140625,19478.83203125,14391.76171875,11570.8955078125,11718.6396484375,11719.1171875,9939.5166015625,9027.6494140625,7054.18310546875,6277.5234375,4670.6025390625,3147.4677734375,2045.9088134765625,1280.54248046875,659.869384765625,349.0058288574219,213.08984375,345328.39825439453,36140.597900390625,213466.39306640625,18181.295959472656,97.57786769262619,25.447515685977105,16.930345513051236,8.517170172925873,10.465573663526733,5.2649292822071825
TransNzoia,2023,14679.765625,56543.78515625,74605.921875,77936.453125,70457.25,48766.50390625,38798.0703125,35099.0703125,28747.427734375,25953.7265625,20318.66015625,17584.51171875,14414.4345703125,10017.9755859375,6381.65185546875,3785.81787109375,2678.43017578125,1673.8206787109375,811.185302734375,441.9751892089844,15022.041015625,57813.34765625,75084.9921875,78060.765625,71139.765625,48001.61328125,35422.04296875,33160.609375,29451.658203125,25087.41796875,19601.419921875,15780.14453125,12815.619140625,9313.7490234375,5664.771484375,3377.02734375,2082.373046875,997.353759765625,473.07708740234375,260.45843505859375,1088306.685394287,144058.939453125,609931.6708984375,28627.94223022461,97.98321595841692,28.312496288146427,23.618865247794766,4.693631040351662,13.236980107398063,2.6305032041453345
Turkana,2023,15072.310546875,58055.9765625,75271.9765625,71350.5859375,61530.84375,48536.5078125,40126.6875,30527.03125,25781.3828125,19463.8671875,14407.87109375,11255.0751953125,7703.0517578125,7010.5380859375,4599.2890625,3316.10888671875,1834.8017578125,905.9029541015625,463.3753662109375,319.436279296875,15378.3740234375,59184.8828125,78584.671875,78837.296875,76101.25,60673.7890625,43965.546875,31243.265625,24048.328125,19607.2578125,14021.2421875,11307.6875,6866.35595703125,5798.009765625,3376.568115234375,2493.53759765625,1452.848388671875,562.8584594726562,251.5672149658203,166.1937255859375,1031454.1523590088,147691.5439453125,559975.5893554688,19742.48780822754,107.31387453749774,29.90023760611715,26.37463967229452,3.525597933822637,14.31876963290433,1.9140441446742997
UasinGishu,2023,16786.431640625,64658.6640625,76993.21875,81593.0859375,81265.8359375,76101.7734375,60751.3046875,51681.078125,42590.18359375,33549.95703125,27515.578125,19939.1875,15578.5078125,10038.05078125,6680.51953125,3798.46875,3002.453125,1961.4493408203125,896.6953735351562,466.0195617675781,17017.42578125,65493.1640625,78563.890625,80362.4921875,78051.796875,75709.2265625,60944.0625,52448.08984375,45447.33984375,35979.6875,28913.5703125,20806.58984375,15349.802734375,9741.58984375,6014.28564453125,3516.365234375,2354.607421875,1142.505859375,500.03515625,253.58828735351562,1354458.5792236328,163955.685546875,842403.212890625,30586.993286132812,100.40862015169083,23.093772181311305,19.462851403934817,3.6309207773764904,12.10488737432291,2.25824501061266
Vihiga,2023,6804.95068359375,26211.58984375,37619.5859375,42432.01171875,38558.32421875,22484.37890625,17508.76953125,17376.73046875,16338.671875,14690.677734375,12637.458984375,12858.3896484375,11551.3642578125,9857.998046875,7256.64697265625,4458.49609375,3461.42138671875,2276.208740234375,1083.0201416015625,553.1502685546875,6747.2822265625,25967.55078125,37272.3203125,41690.4375,38195.625,22565.3203125,14992.115234375,15079.505859375,14872.2021484375,13077.1767578125,11247.2568359375,10176.388671875,9011.900390625,7898.3515625,5855.5859375,3897.88330078125,2472.50634765625,1194.983642578125,568.7554931640625,309.3604736328125,589112.3542480469,65731.37353515625,330978.6064453125,33388.018798828125,92.50789221348235,29.947371341767326,19.859704601788824,10.0876667399785,11.157697349439719,5.66751292144351
Wajir,2023,14144.4609375,54482.21875,71076.03125,63018.5625,49339.4453125,35503.08203125,31370.388671875,24774.859375,20769.552734375,15503.845703125,7880.29833984375,6825.171875,3786.530517578125,3132.07958984375,1422.729736328125,1186.15283203125,495.83978271484375,275.20501708984375,268.77789306640625,342.1578369140625,14276.5888671875,54944.7890625,74699.546875,76893.609375,64903.0625,40054.7421875,30738.4375,26553.001953125,20167.4609375,19685.28515625,11143.087890625,11542.37890625,5824.11572265625,5612.18017578125,2249.449462890625,1756.6243896484375,952.904052734375,395.4783630371094,241.47314453125,211.02398681640625,868442.6311950684,137848.0576171875,435109.0070800781,9797.816497802734,114.1144521975765,33.93307693302181,31.6812696069557,2.2518073260661158,15.87301828187477,1.1282053812028907
WestPokot,2023,13856.7412109375,53372.0078125,61060.546875,54162.59375,42642.734375,34083.66015625,25709.400390625,20567.703125,14977.728515625,12689.0712890625,11234.60546875,8490.982421875,5836.43701171875,5407.841796875,4098.24072265625,2606.082275390625,1439.0047607421875,805.3750610351562,453.0782470703125,326.3288879394531,14050.9814453125,54074.546875,61244.296875,54202.609375,43212.01953125,32618.3359375,24842.927734375,20730.0234375,15163.6943359375,12620.05859375,11158.74609375,8123.216796875,5631.64111328125,4419.21533203125,3105.123779296875,2068.6953125,1139.317626953125,457.43682861328125,200.11599731445312,117.20477294921875,743000.3719482422,135354.27734375,360160.04345703125,16816.004272460938,98.75877312012759,42.25073946448631,37.581702857579316,4.669036606906997,18.21725566419755,2.263256507983599
Baringo,2024,10437.28125,40043.90234375,49746.78515625,50150.91015625,44502.62109375,34365.3984375,26116.837890625,20745.244140625,17276.24609375,14230.9921875,12951.8408203125,10781.748046875,7952.89306640625,6260.724609375,4587.2578125,3023.73486328125,1817.2523193359375,1151.1463623046875,724.2949829101562,529.3306274414062,10951.853515625,41999.51953125,52100.84765625,52718.421875,47525.4609375,36065.0390625,25482.55859375,20900.310546875,17744.66015625,14462.0,12330.87109375,9693.2646484375,7597.490234375,6047.73046875,4157.09619140625,2704.078125,1569.456787109375,685.0579833984375,333.16046142578125,207.41664123535156,722672.7367706299,103432.556640625,393033.93212890625,21489.283157348633,102.20479314211994,31.783983413676886,26.316444506552543,5.467538907124343,14.312502932216411,2.9735843161009057
Bomet,2024,12687.86328125,48678.53515625,63297.27734375,68814.375,64541.953125,48889.203125,39244.0390625,35923.4765625,22487.46875,21622.41796875,20094.72265625,12956.2158203125,11946.6640625,8439.154296875,5817.412109375,3671.35009765625,2638.4326171875,1872.3380126953125,1070.7462158203125,587.6094970703125,13130.296875,50353.6796875,65818.9375,68649.9609375,65145.12890625,46934.5546875,35798.8828125,32515.45703125,27769.857421875,22638.59375,19751.375,12610.203125,10551.802734375,7875.16943359375,5059.4423828125,3155.8525390625,1932.6434326171875,918.6944580078125,461.5473327636719,271.18804931640625,986624.522857666,124850.375,567736.3403320312,27457.256744384766,99.20489890825351,26.8271767939516,21.99090777366538,4.8362690202862195,12.6542947299123,2.7829489444330227
Bungoma,2024,29340.32421875,112566.7734375,153167.1875,163054.171875,147566.640625,97334.09375,75578.7109375,69121.109375,54464.953125,50716.60546875,40723.609375,36515.82421875,31500.712890625,22830.880859375,14869.7958984375,8489.3125,6176.4248046875,3748.61376953125,1739.2498779296875,920.4054565429688,29302.61328125,112372.0703125,153906.203125,160594.90625,147523.5625,93533.1171875,65713.359375,60349.90625,53036.921875,45460.328125,37902.1484375,30154.869140625,26755.609375,19567.0703125,11648.5791015625,6426.8505859375,4541.091796875,2165.2705078125,949.4015502929688,523.03564453125,2182852.3146972656,283581.78125,1206350.033203125,62198.031494140625,94.82352995287434,28.663306936380568,23.50742101751578,5.155885918864788,12.991340703199578,2.849392561986802
Busia,2024,13132.7470703125,50383.171875,67458.703125,73353.40625,69340.453125,46594.93359375,36326.50390625,32400.55859375,25609.48046875,22818.8515625,18002.529296875,18294.185546875,15460.6591796875,11630.94921875,7830.3466796875,4844.9755859375,3301.005859375,2010.888671875,1028.2296142578125,588.4176025390625,13062.24609375,50089.99609375,65891.828125,71316.6484375,67332.5625,43381.12109375,29629.8203125,27082.0390625,24752.55078125,20617.3671875,15733.060546875,13808.556640625,11889.208984375,8802.140625,5537.6748046875,3448.08447265625,2378.82177734375,1122.695068359375,512.5953369140625,285.06317138671875,997085.0779418945,126668.1611328125,559507.5322265625,32888.79864501953,91.59569725136721,28.517392633281354,22.639223573762454,5.878169059518899,12.70384683664819,3.2984947195184215
Elgeyo-Marakwet,2024,6266.0498046875,24040.466796875,29948.326171875,30588.04296875,28738.5859375,21806.076171875,16664.87109375,14036.3564453125,11355.908203125,9715.146484375,8941.037109375,6489.607421875,5739.59130859375,4291.5224609375,3104.435546875,2099.07666015625,1442.1864013671875,895.088623046875,473.90802001953125,284.71051025390625,6351.486328125,24357.458984375,30840.05859375,30409.640625,28975.763671875,23319.828125,16823.7890625,13940.8984375,12177.9423828125,10061.92578125,8908.392578125,5993.4931640625,5448.541015625,4035.7958984375,2916.7021484375,1698.71630859375,1155.0799560546875,521.1132202148438,216.76339721679688,118.6004638671875,455192.98428344727,61015.4619140625,257465.07275390625,14926.381256103516,100.59535963488686,29.495978758545544,23.698539480103822,5.797439278441721,13.404306309797684,3.2791325375104865
Embu,2024,7096.30224609375,27225.83203125,32200.900390625,35725.52734375,37222.4375,29934.25390625,24549.41796875,24894.0,26579.556640625,21796.279296875,19056.359375,17403.4609375,14308.1416015625,9300.216796875,7281.470703125,4703.93603515625,2971.73779296875,2275.754150390625,1580.497802734375,973.7260131835938,7315.9736328125,28056.197265625,32636.67578125,36161.53515625,38091.203125,32642.013671875,26907.091796875,26210.38671875,27407.72265625,22800.04296875,18915.88671875,16006.85546875,13425.673828125,8584.041015625,6393.392578125,3350.017822265625,2215.587890625,1219.7469482421875,613.565673828125,324.0647277832031,696357.4839782715,69694.30517578125,456035.0419921875,33903.498138427734,100.63324539740105,22.71707078948195,15.282664435461346,7.434406354020608,10.008409011075686,4.868691572716067
Garissa,2024,15902.1455078125,61009.8203125,82612.4375,74242.640625,64724.2265625,49410.609375,41553.05078125,30146.1328125,29348.193359375,22556.212890625,12561.2001953125,12207.8818359375,4913.0283203125,6309.552734375,2188.017333984375,2706.3544921875,1033.40625,655.8118286132812,1107.516845703125,1233.9951171875,17648.56640625,67680.109375,94921.03125,94371.09375,80646.421875,58116.11328125,36281.1875,28788.123046875,24428.3828125,25702.244140625,15730.1123046875,17442.365234375,7904.876953125,9068.71875,3043.354248046875,3277.56396484375,1470.7471923828125,748.0615234375,854.6661987304688,700.8165283203125,1105246.791015625,162240.6416015625,577838.634765625,19020.3115234375,114.01998535173699,31.368783985605358,28.07715369661434,3.2916302889910187,14.679132563006817,1.7209108117798289
HomaBay,2024,17265.2890625,66240.3984375,84731.828125,91063.34375,77955.9296875,57425.04296875,45602.578125,42970.484375,30348.91015625,26410.42578125,21259.689453125,17569.3515625,16980.60546875,14071.4140625,10198.251953125,6502.93408203125,4070.835693359375,2394.240966796875,1251.8388671875,732.3760986328125,17455.720703125,66941.3515625,84195.453125,90564.734375,76630.734375,51073.65625,36707.85546875,33946.90234375,31209.44140625,24712.71484375,16828.654296875,13064.134765625,11833.3203125,9792.4501953125,6866.205078125,4326.7822265625,2662.963134765625,1221.7064208984375,598.0777587890625,373.2579650878906,1216051.8852844238,167902.759765625,656394.2958984375,41199.47024536133,91.49043191301092,31.856192431529035,25.579558020961873,6.276634410567156,13.807203606806137,3.38796976871798
Isiolo,2024,6384.69091796875,24495.650390625,29202.23046875,26659.71875,22990.09375,18663.845703125,14966.5556640625,12700.4208984375,10227.001953125,7173.470703125,5499.74755859375,4567.22509765625,3930.4423828125,3084.1328125,1723.108154296875,1294.697998046875,658.5103149414062,427.9183044433594,356.0903015136719,298.7033386230469,6533.5283203125,25055.576171875,30842.3046875,29682.23046875,27408.42578125,20725.82421875,16210.48828125,14291.7177734375,11518.484375,9002.9072265625,6225.8369140625,5447.28759765625,4022.58837890625,3786.1484375,1874.2603759765625,1320.2144775390625,784.9258422851562,358.8919982910156,211.02468872070312,148.6438751220703,410755.56535339355,62469.44580078125,222442.6455078125,9456.989669799805,110.31572731499128,32.334822896203555,28.083394556907137,4.251428339296416,15.20842346884227,2.302339996699371
Kajiado,2024,21643.658203125,83032.0234375,91373.296875,82304.4375,74482.5,89889.484375,81413.53125,64768.0546875,52683.4765625,37587.5859375,28278.95703125,21720.90234375,13922.6865234375,9468.958984375,5451.54638671875,3393.57421875,2026.468505859375,1235.072509765625,742.2401123046875,498.3294677734375,22198.814453125,85123.6875,92757.8046875,79251.96875,69105.1328125,80563.21875,79127.5859375,68344.578125,58071.89453125,41705.48046875,32826.59375,24662.408203125,15386.3671875,9443.400390625,5260.71337890625,3083.66943359375,1852.591064453125,795.9755859375,359.9222412109375,203.918212890625,1536042.5103759766,211998.18359375,953452.7978515625,24904.021118164062,100.5495297445715,24.846768004219122,22.234785410609785,2.61198259360934,13.801583104744886,1.6213106701108366
Kakamega,2024,21356.0390625,81935.0546875,115220.8359375,125505.890625,114535.40625,73525.6953125,58443.0703125,56643.375,44846.8125,41362.703125,33265.94921875,32094.837890625,26908.6953125,21353.87890625,14478.5927734375,8346.17578125,6313.4326171875,3593.86669921875,1497.4017333984375,727.4691162109375,21249.083984375,81488.59375,114786.4921875,122257.1875,112036.6328125,69909.4375,47732.125,46232.72265625,42840.12890625,37025.1640625,29637.892578125,25457.8046875,22042.01171875,17214.484375,11216.931640625,6724.6494140625,4462.892578125,2017.5576171875,878.2625122070312,465.5111083984375,1697630.7494506836,206028.771484375,953108.828125,60722.743591308594,92.48492241329751,27.987519074862583,21.61650017340458,6.371018901458,12.136253513965945,3.576911151671655
Kericho,2024,12343.1904296875,47356.1640625,60541.7578125,65333.37109375,61871.046875,49598.453125,41442.71484375,37580.796875,25356.23046875,22808.48046875,20294.541015625,14016.6162109375,12872.861328125,9218.3125,6015.4658203125,3535.646484375,2303.28515625,1603.981201171875,990.8805541992188,637.7210693359375,12675.4638671875,48609.4296875,61887.76953125,65013.125,61887.625,48843.8984375,39654.1875,36259.44140625,30719.171875,25274.18359375,21169.125,13930.4912109375,11937.8359375,8530.05859375,5838.86962890625,3596.707275390625,1990.86962890625,883.406494140625,439.50439453125,271.68060302734375,995134.3620605469,120984.248046875,593266.072265625,28108.018310546875,100.74463728948169,25.130758916998765,20.392915371824316,4.737843545174446,12.157579183213247,2.824545044585316
Kiambu,2024,35698.484375,136961.625,141051.21875,132026.390625,145931.34375,187978.296875,165145.34375,138410.9375,129972.84375,94525.9609375,73750.453125,59045.48828125,39628.00390625,23822.708984375,16542.83984375,10477.6162109375,7733.23974609375,5071.068359375,2583.80126953125,1389.2242431640625,36460.79296875,139824.34375,141546.390625,129100.3046875,129644.28125,170119.65625,161317.75,141197.90625,126828.90625,97844.390625,77691.2421875,60997.265625,41790.84765625,23695.56640625,14775.3896484375,8873.77734375,5149.96044921875,2173.599365234375,957.8751220703125,526.8192138671875,3058263.9549560547,348945.24609375,2089339.193359375,76255.21081542969,97.59457932907468,20.35095394087328,16.70122530620283,3.6497286346704487,11.409912657416914,2.4934149549732187
Kilifi,2024,24175.93359375,92753.9296875,112566.8125,113220.59375,106284.484375,85432.546875,70598.65625,59686.6640625,43632.2421875,43379.796875,29726.294921875,25868.390625,20384.974609375,21517.681640625,12516.12109375,7513.423828125,4803.9267578125,2712.174072265625,1378.889404296875,750.3516845703125,24578.96875,94258.4609375,114150.0078125,112389.9765625,105755.546875,81665.921875,62366.50390625,48942.33984375,41420.1171875,36969.515625,30426.8046875,24404.13671875,18445.072265625,13822.9345703125,10037.001953125,5327.79638671875,3740.8505859375,1544.003173828125,541.9638671875,254.8114013671875,1709946.6237792969,235767.29296875,970730.6259765625,51121.314208984375,94.5544496481555,29.553884414548293,24.287612511613744,5.266271902934549,13.787991372950628,2.9896438577712363
